open,high,low,close,adjclose,volume,ticker
11549.2001953125,11572.7998046875,11434.5498046875,11456.900390625,11456.900390625,386200.0,^NSEI
10895.7998046875,10895.7998046875,10782.599609375,10862.599609375,10862.599609375,506600.0,^NSEI
16196.349609375,16223.349609375,16006.9501953125,16025.7998046875,16025.7998046875,243300.0,^NSEI
11678.4501953125,11748.9501953125,11535.4501953125,11642.400390625,11642.400390625,553700.0,^NSEI
10563.650390625,10572.2001953125,10546.2001953125,10565.2998046875,10565.2998046875,262600.0,^NSEI
11412.0,11497.25,11410.650390625,11466.4501953125,11466.4501953125,532900.0,^NSEI
11376.849609375,11487.0,11370.7998046875,11426.849609375,11426.849609375,463700.0,^NSEI
10644.7998046875,10704.5498046875,10599.349609375,10693.7001953125,10693.7001953125,325800.0,^NSEI
11056.900390625,11071.349609375,10999.75,11018.900390625,11018.900390625,0.0,^NSEI
10750.849609375,10755.650390625,10562.900390625,10607.349609375,10607.349609375,532400.0,^NSEI
13970.0,14024.849609375,13936.4501953125,13981.75,13981.75,452400.0,^NSEI
17525.44921875,17623.650390625,17499.25,17604.94921875,17604.94921875,262000.0,^NSEI
17682.900390625,17690.05078125,17467.349609375,17490.69921875,17490.69921875,287600.0,^NSEI
10982.7001953125,10989.0498046875,10843.75,10858.25,10858.25,386800.0,^NSEI
10789.4501953125,10789.4501953125,10701.2001953125,10710.4501953125,10710.4501953125,224500.0,^NSEI
17920.849609375,17945.80078125,17761.650390625,17858.19921875,17858.19921875,227800.0,^NSEI
16578.44921875,16690.75,16521.900390625,16584.55078125,16584.55078125,651600.0,^NSEI
14756.25,14938.0,14725.349609375,14923.150390625,14923.150390625,546400.0,^NSEI
17830.400390625,18084.099609375,17774.25,18014.599609375,18014.599609375,176700.0,^NSEI
10699.599609375,10862.5498046875,10637.150390625,10829.349609375,10829.349609375,667100.0,^NSEI
11661.25,11663.849609375,11536.7001953125,11633.2998046875,11633.2998046875,608600.0,^NSEI
18129.19921875,18129.19921875,17884.900390625,17938.400390625,17938.400390625,276700.0,^NSEI
17847.55078125,17876.94921875,17801.0,17856.5,17856.5,232000.0,^NSEI
15862.7998046875,15862.9501953125,15673.9501953125,15686.9501953125,15686.9501953125,287500.0,^NSEI
17718.900390625,17742.150390625,17585.349609375,17618.150390625,17618.150390625,378600.0,^NSEI
15688.25,15730.849609375,15632.75,15689.7998046875,15689.7998046875,243200.0,^NSEI
10495.2998046875,10519.900390625,10451.4501953125,10480.599609375,10480.599609375,213100.0,^NSEI
11185.7001953125,11256.7998046875,11127.2998046875,11200.150390625,11200.150390625,600400.0,^NSEI
11957.900390625,11974.5498046875,11908.75,11930.349609375,11930.349609375,502300.0,^NSEI
10786.25,10818.4501953125,10733.25,10802.150390625,10802.150390625,277700.0,^NSEI
10378.900390625,10409.849609375,10311.25,10383.0,10383.0,671900.0,^NSEI
15847.5,15880.849609375,15742.599609375,15767.5498046875,15767.5498046875,340200.0,^NSEI
10804.849609375,10835.9501953125,10750.150390625,10771.7998046875,10771.7998046875,269400.0,^NSEI
11536.150390625,11593.7001953125,11475.650390625,11498.900390625,11498.900390625,337600.0,^NSEI
18665.599609375,18738.94921875,18636.0,18726.400390625,18726.400390625,260100.0,^NSEI
11180.349609375,11281.5498046875,11143.349609375,11257.099609375,11257.099609375,350700.0,^NSEI
15776.900390625,15839.099609375,15708.75,15721.5,15721.5,262400.0,^NSEI
17885.5,17916.900390625,17779.80078125,17893.44921875,17893.44921875,260900.0,^NSEI
10752.0,10933.4501953125,10749.650390625,10901.7001953125,10901.7001953125,676900.0,^NSEI
10671.849609375,10674.9501953125,10589.099609375,10596.400390625,10596.400390625,223000.0,^NSEI
12680.599609375,12769.75,12571.099609375,12749.150390625,12749.150390625,880500.0,^NSEI
10718.5,10782.650390625,10713.7998046875,10741.5498046875,10741.5498046875,175900.0,^NSEI
16469.599609375,16487.25,16347.099609375,16416.349609375,16416.349609375,233800.0,^NSEI
15877.5498046875,15886.150390625,15684.0,15774.400390625,15774.400390625,225500.0,^NSEI
14882.650390625,14918.4501953125,14785.650390625,14834.849609375,14834.849609375,504100.0,^NSEI
14219.150390625,14424.75,14151.400390625,14406.150390625,14406.150390625,524600.0,^NSEI
17051.150390625,17324.650390625,16931.400390625,16983.19921875,16983.19921875,498000.0,^NSEI
10796.7998046875,10814.0498046875,10661.25,10672.25,10672.25,286200.0,^NSEI
11257.7001953125,11362.900390625,11189.400390625,11305.0498046875,11305.0498046875,737800.0,^NSEI
11915.150390625,11946.2001953125,11867.599609375,11884.5,11884.5,514400.0,^NSEI
